,provincia,poblacion,total,nuevas,probables,lat,lng,created_at
3571,Santa Elena,401178,416,1,281,-2.2267,-80.8583,29/05/2021
3572,Sto. Domingo Tsáchilas,511151,662,1,141,-0.254167,-79.171944,29/05/2021
3573,Sucumbíos,230503,170,1,7,0.084722,-76.882778,29/05/2021
3574,Tungurahua,590600,469,1,335,-1.241667,-78.619722,29/05/2021
3575,Zamora Chinchipe,120416,94,0,7,-4.12,-78.8,29/05/2021
3576,Azuay,881394,486,2,39,-2.897414,-79.004481,30/05/2021
3577,Bolívar,209933,106,0,23,-1.605556,-79.003056,30/05/2021
3578,Carchi,186869,266,1,3,0.81218,-77.71633,30/05/2021
3579,Cañar,281396,133,0,15,-2.733333,-78.833333,30/05/2021
3580,Chimborazo,524004,518,1,135,-1.674347,-78.648294,30/05/2021
3581,Cotopaxi,488716,506,0,114,-0.933333,-78.616667,30/05/2021
3582,El Oro,715751,1041,1,251,-3.266667,-79.966667,30/05/2021
3583,Esmeraldas,591083,379,0,83,1.05,-79.2,30/05/2021
3584,Galápagos,33042,10,0,10,-0.7999999999999999,-89.4,30/05/2021
3585,Guayas,4387434,2623,24,1885,-2.183333,-79.883333,30/05/2021
3586,Imbabura,476257,394,0,26,0.362678,-78.130667,30/05/2021
3587,Loja,521154,540,0,147,-3.983333,-79.2,30/05/2021
3588,Los Ríos,921763,471,1,381,-1.8,-79.533333,30/05/2021
3589,Manabí,1562079,2427,1,1172,-1.056181,-80.455217,30/05/2021
3590,Morona Santiago,196535,57,0,7,-2.3,-78.116667,30/05/2021
3591,Napo,133705,104,0,4,-0.989,-77.8159,30/05/2021
3592,Orellana,161338,83,0,22,-0.466667,-76.966667,30/05/2021
3593,Pastaza,114202,84,1,19,-1.066667,-78.001111,30/05/2021
3594,Pichincha,3228233,3027,10,368,-0.218611,-78.509722,30/05/2021
3595,Santa Elena,401178,417,1,281,-2.2267,-80.8583,30/05/2021
3596,Sto. Domingo Tsáchilas,511151,664,2,141,-0.254167,-79.171944,30/05/2021
3597,Sucumbíos,230503,171,1,7,0.084722,-76.882778,30/05/2021
3598,Tungurahua,590600,469,0,335,-1.241667,-78.619722,30/05/2021
3599,Zamora Chinchipe,120416,94,0,7,-4.12,-78.8,30/05/2021
3600,Azuay,881394,487,1,39,-2.897414,-79.004481,31/05/2021
3601,Bolívar,209933,106,0,23,-1.605556,-79.003056,31/05/2021
3602,Carchi,186869,266,0,3,0.81218,-77.71633,31/05/2021
3603,Cañar,281396,133,0,15,-2.733333,-78.833333,31/05/2021
3604,Chimborazo,524004,518,0,135,-1.674347,-78.648294,31/05/2021
3605,Cotopaxi,488716,506,0,114,-0.933333,-78.616667,31/05/2021
3606,El Oro,715751,1041,0,251,-3.266667,-79.966667,31/05/2021
3607,Esmeraldas,591083,379,0,83,1.05,-79.2,31/05/2021
3608,Galápagos,33042,10,0,10,-0.7999999999999999,-89.4,31/05/2021
3609,Guayas,4387434,2642,19,1891,-2.183333,-79.883333,31/05/2021
3610,Imbabura,476257,394,0,26,0.362678,-78.130667,31/05/2021
3611,Loja,521154,540,0,147,-3.983333,-79.2,31/05/2021
3612,Los Ríos,921763,471,0,381,-1.8,-79.533333,31/05/2021
3613,Manabí,1562079,2427,0,1172,-1.056181,-80.455217,31/05/2021
3614,Morona Santiago,196535,57,0,7,-2.3,-78.116667,31/05/2021
3615,Napo,133705,104,0,4,-0.989,-77.8159,31/05/2021
3616,Orellana,161338,83,0,22,-0.466667,-76.966667,31/05/2021
3617,Pastaza,114202,84,0,19,-1.066667,-78.001111,31/05/2021
3618,Pichincha,3228233,3028,1,368,-0.218611,-78.509722,31/05/2021
3619,Santa Elena,401178,417,0,281,-2.2267,-80.8583,31/05/2021
3620,Sto. Domingo Tsáchilas,511151,664,0,141,-0.254167,-79.171944,31/05/2021
3621,Sucumbíos,230503,171,0,7,0.084722,-76.882778,31/05/2021
3622,Tungurahua,590600,469,0,335,-1.241667,-78.619722,31/05/2021
3623,Zamora Chinchipe,120416,94,0,7,-4.12,-78.8,31/05/2021
3624,Azuay,881394,488,1,39,-2.897414,-79.004481,01/06/2021
3625,Bolívar,209933,106,0,23,-1.605556,-79.003056,01/06/2021
3626,Carchi,186869,268,2,3,0.81218,-77.71633,01/06/2021
3627,Cañar,281396,133,0,15,-2.733333,-78.833333,01/06/2021
3628,Chimborazo,524004,518,0,135,-1.674347,-78.648294,01/06/2021
3629,Cotopaxi,488716,506,0,114,-0.933333,-78.616667,01/06/2021
3630,El Oro,715751,1046,5,251,-3.266667,-79.966667,01/06/2021
3631,Esmeraldas,591083,379,0,83,1.05,-79.2,01/06/2021
3632,Galápagos,33042,10,0,10,-0.7999999999999999,-89.4,01/06/2021
3633,Guayas,4387434,2644,2,1891,-2.183333,-79.883333,01/06/2021
3634,Imbabura,476257,394,0,26,0.362678,-78.130667,01/06/2021
3635,Loja,521154,540,0,148,-3.983333,-79.2,01/06/2021
3636,Los Ríos,921763,472,1,381,-1.8,-79.533333,01/06/2021
3637,Manabí,1562079,2439,12,1172,-1.056181,-80.455217,01/06/2021
3638,Morona Santiago,196535,57,0,7,-2.3,-78.116667,01/06/2021
3639,Napo,133705,104,0,4,-0.989,-77.8159,01/06/2021
3640,Orellana,161338,83,0,22,-0.466667,-76.966667,01/06/2021
3641,Pastaza,114202,84,0,19,-1.066667,-78.001111,01/06/2021
3642,Pichincha,3228233,3046,18,369,-0.218611,-78.509722,01/06/2021
3643,Santa Elena,401178,417,0,281,-2.2267,-80.8583,01/06/2021
3644,Sto. Domingo Tsáchilas,511151,667,3,141,-0.254167,-79.171944,01/06/2021
3645,Sucumbíos,230503,171,0,7,0.084722,-76.882778,01/06/2021
3646,Tungurahua,590600,470,1,335,-1.241667,-78.619722,01/06/2021
3647,Zamora Chinchipe,120416,95,1,7,-4.12,-78.8,01/06/2021
3648,Azuay,881394,488,0,39,-2.897414,-79.004481,02/06/2021
3649,Bolívar,209933,106,0,23,-1.605556,-79.003056,02/06/2021
3650,Carchi,186869,269,1,3,0.81218,-77.71633,02/06/2021
3651,Cañar,281396,133,0,15,-2.733333,-78.833333,02/06/2021
3652,Chimborazo,524004,518,0,135,-1.674347,-78.648294,02/06/2021
3653,Cotopaxi,488716,511,5,114,-0.933333,-78.616667,02/06/2021
3654,El Oro,715751,1048,2,252,-3.266667,-79.966667,02/06/2021
3655,Esmeraldas,591083,379,0,83,1.05,-79.2,02/06/2021
3656,Galápagos,33042,10,0,10,-0.7999999999999999,-89.4,02/06/2021
3657,Guayas,4387434,2645,1,1891,-2.183333,-79.883333,02/06/2021
3658,Imbabura,476257,399,5,26,0.362678,-78.130667,02/06/2021
3659,Loja,521154,540,0,148,-3.983333,-79.2,02/06/2021
3660,Los Ríos,921763,472,0,381,-1.8,-79.533333,02/06/2021
3661,Manabí,1562079,2449,10,1174,-1.056181,-80.455217,02/06/2021
3662,Morona Santiago,196535,57,0,7,-2.3,-78.116667,02/06/2021
3663,Napo,133705,104,0,4,-0.989,-77.8159,02/06/2021
3664,Orellana,161338,89,6,22,-0.466667,-76.966667,02/06/2021
3665,Pastaza,114202,84,0,19,-1.066667,-78.001111,02/06/2021
3666,Pichincha,3228233,3059,13,369,-0.218611,-78.509722,02/06/2021
3667,Santa Elena,401178,418,1,281,-2.2267,-80.8583,02/06/2021
3668,Sto. Domingo Tsáchilas,511151,671,4,142,-0.254167,-79.171944,02/06/2021
3669,Sucumbíos,230503,171,0,7,0.084722,-76.882778,02/06/2021
3670,Tungurahua,590600,478,8,336,-1.241667,-78.619722,02/06/2021
3671,Zamora Chinchipe,120416,95,0,7,-4.12,-78.8,02/06/2021
3672,Azuay,881394,488,0,39,-2.897414,-79.004481,03/06/2021
3673,Bolívar,209933,106,0,23,-1.605556,-79.003056,03/06/2021
3674,Carchi,186869,270,1,3,0.81218,-77.71633,03/06/2021
3675,Cañar,281396,133,0,15,-2.733333,-78.833333,03/06/2021
3676,Chimborazo,524004,518,0,135,-1.674347,-78.648294,03/06/2021
3677,Cotopaxi,488716,512,1,116,-0.933333,-78.616667,03/06/2021
3678,El Oro,715751,1049,1,252,-3.266667,-79.966667,03/06/2021
3679,Esmeraldas,591083,379,0,83,1.05,-79.2,03/06/2021
3680,Galápagos,33042,10,0,10,-0.7999999999999999,-89.4,03/06/2021
3681,Guayas,4387434,2645,0,1891,-2.183333,-79.883333,03/06/2021
3682,Imbabura,476257,399,0,26,0.362678,-78.130667,03/06/2021
3683,Loja,521154,541,1,148,-3.983333,-79.2,03/06/2021
3684,Los Ríos,921763,472,0,382,-1.8,-79.533333,03/06/2021
3685,Manabí,1562079,2453,4,1175,-1.056181,-80.455217,03/06/2021
3686,Morona Santiago,196535,57,0,7,-2.3,-78.116667,03/06/2021
3687,Napo,133705,105,1,4,-0.989,-77.8159,03/06/2021
3688,Orellana,161338,90,1,22,-0.466667,-76.966667,03/06/2021
3689,Pastaza,114202,84,0,19,-1.066667,-78.001111,03/06/2021
3690,Pichincha,3228233,3062,3,369,-0.218611,-78.509722,03/06/2021
3691,Santa Elena,401178,418,0,281,-2.2267,-80.8583,03/06/2021
3692,Sto. Domingo Tsáchilas,511151,674,3,142,-0.254167,-79.171944,03/06/2021
3693,Sucumbíos,230503,171,0,7,0.084722,-76.882778,03/06/2021
3694,Tungurahua,590600,481,3,336,-1.241667,-78.619722,03/06/2021
3695,Zamora Chinchipe,120416,96,1,8,-4.12,-78.8,03/06/2021
3696,Azuay,881394,489,1,39,-2.897414,-79.004481,04/06/2021
3697,Bolívar,209933,106,0,23,-1.605556,-79.003056,04/06/2021
3698,Carchi,186869,270,0,3,0.81218,-77.71633,04/06/2021
3699,Cañar,281396,134,1,15,-2.733333,-78.833333,04/06/2021
3700,Chimborazo,524004,518,0,135,-1.674347,-78.648294,04/06/2021
3701,Cotopaxi,488716,516,4,117,-0.933333,-78.616667,04/06/2021
3702,El Oro,715751,1050,1,252,-3.266667,-79.966667,04/06/2021
3703,Esmeraldas,591083,379,0,83,1.05,-79.2,04/06/2021
3704,Galápagos,33042,10,0,10,-0.7999999999999999,-89.4,04/06/2021
3705,Guayas,4387434,2667,22,1897,-2.183333,-79.883333,04/06/2021
3706,Imbabura,476257,399,0,26,0.362678,-78.130667,04/06/2021
3707,Loja,521154,542,1,149,-3.983333,-79.2,04/06/2021
3708,Los Ríos,921763,472,0,382,-1.8,-79.533333,04/06/2021
3709,Manabí,1562079,2455,2,1175,-1.056181,-80.455217,04/06/2021
3710,Morona Santiago,196535,58,1,7,-2.3,-78.116667,04/06/2021
3711,Napo,133705,105,0,4,-0.989,-77.8159,04/06/2021
3712,Orellana,161338,91,1,22,-0.466667,-76.966667,04/06/2021
3713,Pastaza,114202,84,0,19,-1.066667,-78.001111,04/06/2021
3714,Pichincha,3228233,3066,4,369,-0.218611,-78.509722,04/06/2021
3715,Santa Elena,401178,418,0,281,-2.2267,-80.8583,04/06/2021
3716,Sto. Domingo Tsáchilas,511151,675,1,142,-0.254167,-79.171944,04/06/2021
3717,Sucumbíos,230503,172,1,7,0.084722,-76.882778,04/06/2021
3718,Tungurahua,590600,482,1,336,-1.241667,-78.619722,04/06/2021
3719,Zamora Chinchipe,120416,96,0,8,-4.12,-78.8,04/06/2021
3720,Azuay,881394,490,1,39,-2.897414,-79.004481,05/06/2021
3721,Bolívar,209933,106,0,23,-1.605556,-79.003056,05/06/2021
3722,Carchi,186869,270,0,3,0.81218,-77.71633,05/06/2021
3723,Cañar,281396,134,0,15,-2.733333,-78.833333,05/06/2021
3724,Chimborazo,524004,518,0,135,-1.674347,-78.648294,05/06/2021
3725,Cotopaxi,488716,517,1,117,-0.933333,-78.616667,05/06/2021
3726,El Oro,715751,1050,0,253,-3.266667,-79.966667,05/06/2021
3727,Esmeraldas,591083,382,3,83,1.05,-79.2,05/06/2021
3728,Galápagos,33042,10,0,10,-0.7999999999999999,-89.4,05/06/2021
3729,Guayas,4387434,2668,1,1897,-2.183333,-79.883333,05/06/2021
3730,Imbabura,476257,399,0,26,0.362678,-78.130667,05/06/2021
3731,Loja,521154,542,0,149,-3.983333,-79.2,05/06/2021
3732,Los Ríos,921763,473,1,385,-1.8,-79.533333,05/06/2021
3733,Manabí,1562079,2459,4,1175,-1.056181,-80.455217,05/06/2021
3734,Morona Santiago,196535,58,0,7,-2.3,-78.116667,05/06/2021
3735,Napo,133705,105,0,4,-0.989,-77.8159,05/06/2021
3736,Orellana,161338,91,0,22,-0.466667,-76.966667,05/06/2021
3737,Pastaza,114202,84,0,19,-1.066667,-78.001111,05/06/2021
3738,Pichincha,3228233,3067,1,369,-0.218611,-78.509722,05/06/2021
3739,Santa Elena,401178,418,0,281,-2.2267,-80.8583,05/06/2021
3740,Sto. Domingo Tsáchilas,511151,676,1,142,-0.254167,-79.171944,05/06/2021
3741,Sucumbíos,230503,172,0,7,0.084722,-76.882778,05/06/2021
3742,Tungurahua,590600,483,1,336,-1.241667,-78.619722,05/06/2021
3743,Zamora Chinchipe,120416,96,0,8,-4.12,-78.8,05/06/2021
3744,Azuay,881394,490,0,39,-2.897414,-79.004481,06/06/2021
3745,Bolívar,209933,107,1,23,-1.605556,-79.003056,06/06/2021
3746,Carchi,186869,270,0,3,0.81218,-77.71633,06/06/2021
3747,Cañar,281396,134,0,15,-2.733333,-78.833333,06/06/2021
3748,Chimborazo,524004,518,0,135,-1.674347,-78.648294,06/06/2021
3749,Cotopaxi,488716,518,1,117,-0.933333,-78.616667,06/06/2021
3750,El Oro,715751,1050,0,253,-3.266667,-79.966667,06/06/2021
3751,Esmeraldas,591083,384,2,83,1.05,-79.2,06/06/2021
3752,Galápagos,33042,10,0,10,-0.7999999999999999,-89.4,06/06/2021
3753,Guayas,4387434,2677,9,1903,-2.183333,-79.883333,06/06/2021
3754,Imbabura,476257,399,0,26,0.362678,-78.130667,06/06/2021
3755,Loja,521154,543,1,149,-3.983333,-79.2,06/06/2021
3756,Los Ríos,921763,473,0,392,-1.8,-79.533333,06/06/2021
3757,Manabí,1562079,2462,3,1176,-1.056181,-80.455217,06/06/2021
3758,Morona Santiago,196535,58,0,7,-2.3,-78.116667,06/06/2021
3759,Napo,133705,106,1,4,-0.989,-77.8159,06/06/2021
3760,Orellana,161338,91,0,22,-0.466667,-76.966667,06/06/2021
3761,Pastaza,114202,84,0,19,-1.066667,-78.001111,06/06/2021
3762,Pichincha,3228233,3067,0,370,-0.218611,-78.509722,06/06/2021
3763,Santa Elena,401178,418,0,281,-2.2267,-80.8583,06/06/2021
3764,Sto. Domingo Tsáchilas,511151,676,0,142,-0.254167,-79.171944,06/06/2021
3765,Sucumbíos,230503,172,0,7,0.084722,-76.882778,06/06/2021
3766,Tungurahua,590600,486,3,336,-1.241667,-78.619722,06/06/2021
3767,Zamora Chinchipe,120416,96,0,8,-4.12,-78.8,06/06/2021
3768,Azuay,881394,490,0,39,-2.897414,-79.004481,07/06/2021
3769,Bolívar,209933,107,0,23,-1.605556,-79.003056,07/06/2021
3770,Carchi,186869,271,1,3,0.81218,-77.71633,07/06/2021
3771,Cañar,281396,134,0,15,-2.733333,-78.833333,07/06/2021
3772,Chimborazo,524004,518,0,135,-1.674347,-78.648294,07/06/2021
3773,Cotopaxi,488716,518,0,117,-0.933333,-78.616667,07/06/2021
3774,El Oro,715751,1050,0,253,-3.266667,-79.966667,07/06/2021
3775,Esmeraldas,591083,384,0,83,1.05,-79.2,07/06/2021
3776,Galápagos,33042,10,0,10,-0.7999999999999999,-89.4,07/06/2021
3777,Guayas,4387434,2679,2,1903,-2.183333,-79.883333,07/06/2021
3778,Imbabura,476257,399,0,26,0.362678,-78.130667,07/06/2021
3779,Loja,521154,543,0,150,-3.983333,-79.2,07/06/2021
3780,Los Ríos,921763,473,0,392,-1.8,-79.533333,07/06/2021
3781,Manabí,1562079,2462,0,1176,-1.056181,-80.455217,07/06/2021
3782,Morona Santiago,196535,58,0,7,-2.3,-78.116667,07/06/2021
3783,Napo,133705,106,0,4,-0.989,-77.8159,07/06/2021
3784,Orellana,161338,91,0,22,-0.466667,-76.966667,07/06/2021
3785,Pastaza,114202,84,0,19,-1.066667,-78.001111,07/06/2021
3786,Pichincha,3228233,3067,0,370,-0.218611,-78.509722,07/06/2021
3787,Santa Elena,401178,418,0,281,-2.2267,-80.8583,07/06/2021
3788,Sto. Domingo Tsáchilas,511151,676,0,142,-0.254167,-79.171944,07/06/2021
3789,Sucumbíos,230503,172,0,7,0.084722,-76.882778,07/06/2021
3790,Tungurahua,590600,487,1,336,-1.241667,-78.619722,07/06/2021
3791,Zamora Chinchipe,120416,96,0,8,-4.12,-78.8,07/06/2021
3792,Azuay,881394,490,0,39,-2.897414,-79.004481,08/06/2021
3793,Bolívar,209933,107,0,23,-1.605556,-79.003056,08/06/2021
3794,Carchi,186869,272,1,3,0.81218,-77.71633,08/06/2021
3795,Cañar,281396,134,0,15,-2.733333,-78.833333,08/06/2021
3796,Chimborazo,524004,518,0,135,-1.674347,-78.648294,08/06/2021
3797,Cotopaxi,488716,518,0,117,-0.933333,-78.616667,08/06/2021
3798,El Oro,715751,1050,0,253,-3.266667,-79.966667,08/06/2021
3799,Esmeraldas,591083,385,1,83,1.05,-79.2,08/06/2021
3800,Galápagos,33042,10,0,10,-0.7999999999999999,-89.4,08/06/2021
3801,Guayas,4387434,2681,2,1903,-2.183333,-79.883333,08/06/2021
3802,Imbabura,476257,399,0,26,0.362678,-78.130667,08/06/2021
3803,Loja,521154,544,1,150,-3.983333,-79.2,08/06/2021
3804,Los Ríos,921763,474,1,398,-1.8,-79.533333,08/06/2021
3805,Manabí,1562079,2465,3,1176,-1.056181,-80.455217,08/06/2021
3806,Morona Santiago,196535,58,0,7,-2.3,-78.116667,08/06/2021
3807,Napo,133705,106,0,4,-0.989,-77.8159,08/06/2021
3808,Orellana,161338,91,0,22,-0.466667,-76.966667,08/06/2021
3809,Pastaza,114202,84,0,19,-1.066667,-78.001111,08/06/2021
3810,Pichincha,3228233,3067,0,371,-0.218611,-78.509722,08/06/2021
3811,Santa Elena,401178,418,0,281,-2.2267,-80.8583,08/06/2021
3812,Sto. Domingo Tsáchilas,511151,676,0,142,-0.254167,-79.171944,08/06/2021
3813,Sucumbíos,230503,172,0,7,0.084722,-76.882778,08/06/2021
3814,Tungurahua,590600,488,1,336,-1.241667,-78.619722,08/06/2021
3815,Zamora Chinchipe,120416,96,0,8,-4.12,-78.8,08/06/2021
3816,Azuay,881394,490,0,39,-2.897414,-79.004481,09/06/2021
3817,Bolívar,209933,108,1,23,-1.605556,-79.003056,09/06/2021
3818,Carchi,186869,273,1,3,0.81218,-77.71633,09/06/2021
3819,Cañar,281396,134,0,15,-2.733333,-78.833333,09/06/2021
3820,Chimborazo,524004,520,2,135,-1.674347,-78.648294,09/06/2021
3821,Cotopaxi,488716,530,12,118,-0.933333,-78.616667,09/06/2021
3822,El Oro,715751,1053,3,253,-3.266667,-79.966667,09/06/2021
3823,Esmeraldas,591083,385,0,83,1.05,-79.2,09/06/2021
3824,Galápagos,33042,10,0,10,-0.7999999999999999,-89.4,09/06/2021
3825,Guayas,4387434,2694,13,1905,-2.183333,-79.883333,09/06/2021
3826,Imbabura,476257,399,0,26,0.362678,-78.130667,09/06/2021
3827,Loja,521154,545,1,153,-3.983333,-79.2,09/06/2021
3828,Los Ríos,921763,479,5,404,-1.8,-79.533333,09/06/2021
3829,Manabí,1562079,2470,5,1177,-1.056181,-80.455217,09/06/2021
3830,Morona Santiago,196535,58,0,7,-2.3,-78.116667,09/06/2021
3831,Napo,133705,106,0,4,-0.989,-77.8159,09/06/2021
3832,Orellana,161338,92,1,22,-0.466667,-76.966667,09/06/2021
3833,Pastaza,114202,84,0,19,-1.066667,-78.001111,09/06/2021
3834,Pichincha,3228233,3074,7,371,-0.218611,-78.509722,09/06/2021
3835,Santa Elena,401178,418,0,281,-2.2267,-80.8583,09/06/2021
3836,Sto. Domingo Tsáchilas,511151,677,1,142,-0.254167,-79.171944,09/06/2021
3837,Sucumbíos,230503,172,0,7,0.084722,-76.882778,09/06/2021
3838,Tungurahua,590600,494,6,337,-1.241667,-78.619722,09/06/2021
3839,Zamora Chinchipe,120416,96,0,8,-4.12,-78.8,09/06/2021
3840,Azuay,881394,492,2,39,-2.897414,-79.004481,10/06/2021
3841,Bolívar,209933,108,0,23,-1.605556,-79.003056,10/06/2021
3842,Carchi,186869,274,1,3,0.81218,-77.71633,10/06/2021
3843,Cañar,281396,134,0,15,-2.733333,-78.833333,10/06/2021
3844,Chimborazo,524004,520,0,136,-1.674347,-78.648294,10/06/2021
3845,Cotopaxi,488716,535,5,120,-0.933333,-78.616667,10/06/2021
3846,El Oro,715751,1054,1,254,-3.266667,-79.966667,10/06/2021
3847,Esmeraldas,591083,385,0,83,1.05,-79.2,10/06/2021
3848,Galápagos,33042,10,0,10,-0.7999999999999999,-89.4,10/06/2021
3849,Guayas,4387434,2696,2,1908,-2.183333,-79.883333,10/06/2021
3850,Imbabura,476257,402,3,26,0.362678,-78.130667,10/06/2021
3851,Loja,521154,545,0,154,-3.983333,-79.2,10/06/2021
3852,Los Ríos,921763,483,4,410,-1.8,-79.533333,10/06/2021
3853,Manabí,1562079,2476,6,1178,-1.056181,-80.455217,10/06/2021
3854,Morona Santiago,196535,58,0,8,-2.3,-78.116667,10/06/2021
3855,Napo,133705,106,0,4,-0.989,-77.8159,10/06/2021
3856,Orellana,161338,92,0,23,-0.466667,-76.966667,10/06/2021
3857,Pastaza,114202,85,1,19,-1.066667,-78.001111,10/06/2021
3858,Pichincha,3228233,3074,0,371,-0.218611,-78.509722,10/06/2021
3859,Santa Elena,401178,418,0,281,-2.2267,-80.8583,10/06/2021
3860,Sto. Domingo Tsáchilas,511151,679,2,142,-0.254167,-79.171944,10/06/2021
3861,Sucumbíos,230503,172,0,7,0.084722,-76.882778,10/06/2021
3862,Tungurahua,590600,495,1,337,-1.241667,-78.619722,10/06/2021
3863,Zamora Chinchipe,120416,97,1,8,-4.12,-78.8,10/06/2021
3864,Azuay,881394,493,1,39,-2.897414,-79.004481,11/06/2021
3865,Bolívar,209933,108,0,23,-1.605556,-79.003056,11/06/2021
3866,Carchi,186869,274,0,3,0.81218,-77.71633,11/06/2021
3867,Cañar,281396,134,0,15,-2.733333,-78.833333,11/06/2021
3868,Chimborazo,524004,520,0,137,-1.674347,-78.648294,11/06/2021
3869,Cotopaxi,488716,546,11,120,-0.933333,-78.616667,11/06/2021
3870,El Oro,715751,1056,2,255,-3.266667,-79.966667,11/06/2021
3871,Esmeraldas,591083,385,0,83,1.05,-79.2,11/06/2021
3872,Galápagos,33042,10,0,10,-0.7999999999999999,-89.4,11/06/2021
3873,Guayas,4387434,2696,0,1908,-2.183333,-79.883333,11/06/2021
3874,Imbabura,476257,402,0,26,0.362678,-78.130667,11/06/2021
3875,Loja,521154,546,1,154,-3.983333,-79.2,11/06/2021
3876,Los Ríos,921763,483,0,410,-1.8,-79.533333,11/06/2021
3877,Manabí,1562079,2484,8,1178,-1.056181,-80.455217,11/06/2021
3878,Morona Santiago,196535,58,0,8,-2.3,-78.116667,11/06/2021
3879,Napo,133705,106,0,4,-0.989,-77.8159,11/06/2021
3880,Orellana,161338,92,0,23,-0.466667,-76.966667,11/06/2021
3881,Pastaza,114202,85,0,19,-1.066667,-78.001111,11/06/2021
3882,Pichincha,3228233,3084,10,371,-0.218611,-78.509722,11/06/2021
3883,Santa Elena,401178,418,0,281,-2.2267,-80.8583,11/06/2021
3884,Sto. Domingo Tsáchilas,511151,680,1,142,-0.254167,-79.171944,11/06/2021
3885,Sucumbíos,230503,173,1,7,0.084722,-76.882778,11/06/2021
3886,Tungurahua,590600,506,11,337,-1.241667,-78.619722,11/06/2021
3887,Zamora Chinchipe,120416,97,0,8,-4.12,-78.8,11/06/2021
3888,Azuay,881394,494,1,39,-2.897414,-79.004481,12/06/2021
3889,Bolívar,209933,108,0,23,-1.605556,-79.003056,12/06/2021
3890,Carchi,186869,274,0,3,0.81218,-77.71633,12/06/2021
3891,Cañar,281396,135,1,15,-2.733333,-78.833333,12/06/2021
3892,Chimborazo,524004,520,0,137,-1.674347,-78.648294,12/06/2021
3893,Cotopaxi,488716,546,0,121,-0.933333,-78.616667,12/06/2021
3894,El Oro,715751,1061,5,254,-3.266667,-79.966667,12/06/2021
3895,Esmeraldas,591083,385,0,84,1.05,-79.2,12/06/2021
3896,Galápagos,33042,10,0,10,-0.7999999999999999,-89.4,12/06/2021
3897,Guayas,4387434,2696,0,1908,-2.183333,-79.883333,12/06/2021
3898,Imbabura,476257,402,0,26,0.362678,-78.130667,12/06/2021
3899,Loja,521154,548,2,154,-3.983333,-79.2,12/06/2021
3900,Los Ríos,921763,483,0,410,-1.8,-79.533333,12/06/2021
3901,Manabí,1562079,2489,5,1178,-1.056181,-80.455217,12/06/2021
3902,Morona Santiago,196535,58,0,8,-2.3,-78.116667,12/06/2021
3903,Napo,133705,106,0,4,-0.989,-77.8159,12/06/2021
3904,Orellana,161338,92,0,23,-0.466667,-76.966667,12/06/2021
3905,Pastaza,114202,85,0,19,-1.066667,-78.001111,12/06/2021
3906,Pichincha,3228233,3087,3,371,-0.218611,-78.509722,12/06/2021
3907,Santa Elena,401178,420,2,281,-2.2267,-80.8583,12/06/2021
3908,Sto. Domingo Tsáchilas,511151,680,0,142,-0.254167,-79.171944,12/06/2021
3909,Sucumbíos,230503,173,0,7,0.084722,-76.882778,12/06/2021
3910,Tungurahua,590600,506,0,338,-1.241667,-78.619722,12/06/2021
3911,Zamora Chinchipe,120416,97,0,8,-4.12,-78.8,12/06/2021
3912,Azuay,881394,494,0,39,-2.897414,-79.004481,13/06/2021
3913,Bolívar,209933,108,0,23,-1.605556,-79.003056,13/06/2021
3914,Carchi,186869,274,0,3,0.81218,-77.71633,13/06/2021
3915,Cañar,281396,135,0,15,-2.733333,-78.833333,13/06/2021
3916,Chimborazo,524004,520,0,137,-1.674347,-78.648294,13/06/2021
3917,Cotopaxi,488716,546,0,121,-0.933333,-78.616667,13/06/2021
3918,El Oro,715751,1061,0,255,-3.266667,-79.966667,13/06/2021
3919,Esmeraldas,591083,385,0,84,1.05,-79.2,13/06/2021
3920,Galápagos,33042,10,0,10,-0.7999999999999999,-89.4,13/06/2021
3921,Guayas,4387434,2696,0,1908,-2.183333,-79.883333,13/06/2021
3922,Imbabura,476257,405,3,26,0.362678,-78.130667,13/06/2021
3923,Loja,521154,550,2,154,-3.983333,-79.2,13/06/2021
3924,Los Ríos,921763,483,0,411,-1.8,-79.533333,13/06/2021
3925,Manabí,1562079,2492,3,1178,-1.056181,-80.455217,13/06/2021
3926,Morona Santiago,196535,58,0,8,-2.3,-78.116667,13/06/2021
3927,Napo,133705,106,0,4,-0.989,-77.8159,13/06/2021
3928,Orellana,161338,92,0,23,-0.466667,-76.966667,13/06/2021
3929,Pastaza,114202,85,0,19,-1.066667,-78.001111,13/06/2021
3930,Pichincha,3228233,3104,17,371,-0.218611,-78.509722,13/06/2021
3931,Santa Elena,401178,420,0,281,-2.2267,-80.8583,13/06/2021
3932,Sto. Domingo Tsáchilas,511151,682,2,142,-0.254167,-79.171944,13/06/2021
3933,Sucumbíos,230503,173,0,7,0.084722,-76.882778,13/06/2021
3934,Tungurahua,590600,506,0,338,-1.241667,-78.619722,13/06/2021
3935,Zamora Chinchipe,120416,98,1,8,-4.12,-78.8,13/06/2021
3936,Azuay,881394,494,0,39,-2.897414,-79.004481,14/06/2021
3937,Bolívar,209933,108,0,23,-1.605556,-79.003056,14/06/2021
3938,Carchi,186869,274,0,3,0.81218,-77.71633,14/06/2021
3939,Cañar,281396,135,0,15,-2.733333,-78.833333,14/06/2021
3940,Chimborazo,524004,520,0,138,-1.674347,-78.648294,14/06/2021
